Name	Set	ImageFile	Fuerza	Coste	Raza	Tipo	Frecuencia	Habilidad
Martillo Amuleto	Ragnarok	RNK-117-126-MartilloAmuleto	--	--	--	Oro	Oro	--
Calendario Runico	Ragnarok	RNK-118-126-CalendarioRunico	--	--	--	Oro	Oro	--
Rimkalk	Ragnarok	RNK-119-126-Rimkalk	--	--	--	Oro	Oro	--
Armadura de Valkyria	Ragnarok	RNK-120-126-ArmaduradeValkyria	--	--	--	Oro	Oro	--
Escudo	Ragnarok	RNK-121-126-Escudo	--	--	--	Oro	Oro	--
Codex Runicus	Ragnarok	RNK-122-126-CodexRunicus	--	--	--	Oro	Oro	--
Puente Bifrost	Ragnarok	RNK-123-126-PuenteBifrost	--	--	--	Oro	Oro	--
Piedras Runicas	Ragnarok	RNK-124-126-PiedrasRunicas	--	--	--	Oro	Oro	--
Carro de Oseberg	Ragnarok	RNK-125-126-CarrodeOseberg	--	--	--	Oro	Oro	--
Trono de Odin	Ragnarok	RNK-126-126-TronodeOdin	--	--	--	Oro	Oro	--
Anchimallen	LaCofradia	CFD-001-170-Anchimallen	--	2	--	Talisman	Cortesano	Envia al cementerio una carta al azar de la mano de tu oponente.
Apolo	LaCofradia	CFD-002-170-Apolo	--	2	--	Talisman	Cortesano	Una carta en juego pierde todas sus habilidades por este turno.
Ah Puch	LaCofradia	CFD-003-170-AhPuch	--	5	--	Talisman	Cortesano	Destruye todos tus Aliados en juego y pon gratis un Aliado en juego desde tu mano.
Aquiles	LaCofradia	CFD-004-170-Aquiles	--	2	--	Talisman	Cortesano	Un aliado defensor gana +3 a la fuerza hasta el final del turno.
Arpia	LaCofradia	CFD-005-170-Arpia	--	2	--	Talisman	Cortesano	Dos cartas oponentes pierden un punto de fuerza por este turno.
Berserker	LaCofradia	CFD-006-170-Berserker	2	3	--	Aliado	Cortesano	Berserker no puede ser bloqueado.
Bufalo Blanco	LaCofradia	CFD-007-170-BufaloBlanco	--	3	--	Talisman	Cortesano	Todos tus aliados ganan +1 a la fuerza hasta el final del turno.
Caceria del Peyolt	LaCofradia	CFD-008-170-CaceriadelPeyolt	--	1	--	Talisman	Cortesano	Genera 2 Oros virtuales para Talismanes, Arma o Totem.
Cancerbero	LaCofradia	CFD-009-170-Cancerbero	--	1	--	Talisman	Cortesano	Destruye un aliado en juego y puedes buscar 2 cartas de oro en tu castillo.
Conde Shatten	LaCofradia	CFD-010-170-CondeShatten	2	3	Vampiro	Aliado	Cortesano	Paga uno de Oro y un aliado oponente a tu eleccion, debe atacar el proximo turno.
Corazon de Leon	LaCofradia	CFD-011-170-CorazondeLeon	2	2	Cazador	Aliado	Cortesano	Cuando ataca este aliado gana +1 a la fuerza.
Chon-Chon	LaCofradia	CFD-012-170-Chon-Chon	--	2	--	Talisman	Cortesano	El oponente bota dos cartas de su castillo.
Dominacion	LaCofradia	CFD-013-170-Dominacion	--	3	--	Talisman	Cortesano	Un aliado oponente que elijas no puede atacar el proximo turno.
Eclipse de Dragon	LaCofradia	CFD-014-170-EclipsedeDragon	--	3	--	Talisman	Cortesano	Tu oponente no puede jugar con su cementerio el resto del juego.
Escudo Hiperboreo	LaCofradia	CFD-015-170-EscudoHiperboreo	--	2	--	Arma	Cortesano	Su portador, si no es destruido despues de atacar, vuelve a la linea de defensa.
Estigma	LaCofradia	CFD-016-170-Estigma	--	2	--	Talisman	Cortesano	Un aliado oponente vuelve a la linea de defensa.
Fenrir	LaCofradia	CFD-017-170-Fenrir	4	2	Licantropo	Aliado	Cortesano	Si ataca debe ser acompanado por dos aliados.
Grifo	LaCofradia	CFD-018-170-Grifo	3	0	--	Aliado	Cortesano	Si hace dano al Mazo Castillo, debera ser barajada en tu Mazo Castillo (imbloqueable).
Guantelete	LaCofradia	CFD-019-170-Guantelete	--	2	--	Arma	Cortesano	El portador intercambia fuerza por su coste de Oro.
Guevadan	LaCofradia	CFD-020-170-Guevadan	3	5	Licantropo	Aliado	Cortesano	Destruye un licantropo que controles y gana +1 de fuerza.
Hadas	LaCofradia	CFD-021-170-Hadas	1	1	--	Aliado	Cortesano	Al entrar en juego, puedes buscar en tu Mazo Castillo una copia de esta carta y ponerla en juego.
Hades	LaCofradia	CFD-022-170-Hades	--	2	--	Talisman	Cortesano	Elige una carta de aliado en juego y cambiala por una de tu oponente (solo por el juego).
Haiit	LaCofradia	CFD-023-170-Haiit	--	1	--	Talisman	Cortesano	Otorga dos oros por el turno.
Hombre de Poca Fe	LaCofradia	CFD-024-170-HombredePocaFe	--	3	--	Talisman	Cortesano	Destruye un aliado defensor de tu oponente a tu eleccion.
Huehueteotl	LaCofradia	CFD-025-170-Huehueteotl	3	3	Chaman	Aliado	Cortesano	Por cada chaman que tengas en juego, este Chaman gana +1 a la fuerza.
Invunche	LaCofradia	CFD-026-170-Invunche	--	2	--	Talisman	Cortesano	Las cartas oponentes pierden un punto de fuerza en este turno.
Justos por Pecadores	LaCofradia	CFD-027-170-JustosporPecadores	--	4	--	Talisman	Cortesano	Destruye un aliado en juego y no puedes ser atacado el proximo turno.
Kasim	LaCofradia	CFD-028-170-Kasim	1	2	Vampiro	Aliado	Cortesano	Puede atacar el turno en que es puesto en juego.
Kel-Essuf	LaCofradia	CFD-029-170-Kel-Essuf	2	2	--	Aliado	Cortesano	Cuando entra en juego, toma la primera carta de tu Mazo Castillo. Si esta carta es un Aliado ponla en juego, de lo contrario botala al Cementerio.
Licantropia	LaCofradia	CFD-030-170-Licantropia	--	2	--	Talisman	Cortesano	Un aliado en juego que elijas cambia su fuerza por su valor permanentemente.
Lucha de Golems	LaCofradia	CFD-031-170-LuchadeGolems	--	1	--	Talisman	Cortesano	Durante el resto del juego, los contendores no pueden jugar con el cementerio.
Luna Llena	LaCofradia	CFD-032-170-LunaLlena	--	3	--	Talisman	Cortesano	Los Licantropos ganan +1 de fuerza por este turno.
Mascara de Oro	LaCofradia	CFD-033-170-MascaradeOro	--	3	--	Talisman	Cortesano	Despues de atacar, tus aliados vuelven a la linea de defensa.
Minotauro	LaCofradia	CFD-034-170-Minotauro	2	2	--	Aliado	Cortesano	Por cada Aliado que tengas en juego, gana +1 a la fuerza.
Ninfas	LaCofradia	CFD-035-170-Ninfas	3	3	--	Aliado	Cortesano	Al jugarla puedes buscar otra carta de Ninfas en tu Mazo Castillo y ponla en tu Mano.
Ogro	LaCofradia	CFD-036-170-Ogro	0	4	--	Aliado	Cortesano	Por cada uno de tus turnos que no sea declarado atacante gana +2 a la fuerza permanentemente.
Pegaso	LaCofradia	CFD-037-170-Pegaso	1	1	--	Aliado	Cortesano	Si Pegaso es destruido, uno de tus aliados gana +1 a la fuerza permanentemente.
Pozo del Juramento	LaCofradia	CFD-038-170-PozodelJuramento	--	4	--	Talisman	Cortesano	Destruye un aliado oponente que este atacando.
Prueba de Fuego	LaCofradia	CFD-039-170-PruebadeFuego	--	2	--	Talisman	Cortesano	Destruye un vampiro en juego.
Puritano	LaCofradia	CFD-040-170-Puritano	2	3	Cazador	Aliado	Cortesano	Cuando entra en juego puedes ver la mano de tu oponente.
Rasputin	LaCofradia	CFD-041-170-Rasputin	1	2	Vampiro	Aliado	Cortesano	Al atacar, destruye una carta de Oro que controles y gana +1 de fuerza por el turno.
Sacrificio Gladiatorio	LaCofradia	CFD-042-170-SacrificioGladiatorio	--	4	--	Talisman	Cortesano	Tu oponente bota de su castillo tantas cartas como Aliados tenga en juego.
Serpiente Emplumada	LaCofradia	CFD-043-170-SerpienteEmplumada	1	1	--	Aliado	Cortesano	La Serpiente Emplumada no puede ser bloqueada.
Shuar	LaCofradia	CFD-044-170-Shuar	2	2	Guerrero	Aliado	Cortesano	Cuando entra en juego nombra una carta, esta y sus copias perderan su habilidad por el resto del juego.
Totem de la Fecundidad	LaCofradia	CFD-045-170-TotemdelaFecundidad	--	2	--	Totem	Cortesano	Cada jugador roba una carta extra en su turno.
Totem de Cocodrilo	LaCofradia	CFD-046-170-TotemdeCocodrilo	--	4	--	Totem	Cortesano	Tu oponente, antes de poner en juego un Oro, debe pagarlo con otro.
Totem de Guanaco	LaCofradia	CFD-047-170-TotemdeGuanaco	--	2	--	Totem	Cortesano	A tu oponente le cuesta un Oro mas jugar sus cartas.
Totem de Perro	LaCofradia	CFD-048-170-TotemdePerro	--	1	--	Totem	Cortesano	Elige un tipo de Aliado en juego y todos tus Aliados seran de ese tipo.
Totem del Olvido	LaCofradia	CFD-049-170-TotemdelOlvido	--	3	--	Totem	Cortesano	Descarta una carta de tu mano y genera dos Oro (una vez por turno).
Unicornio	LaCofradia	CFD-050-170-Unicornio	1	1	--	Aliado	Cortesano	Al sacrificarlo genera un oro en el turno.
Vigilia de Armas	LaCofradia	CFD-051-170-VigiliadeArmas	--	2	--	Talisman	Cortesano	Al jugarla no se pueden jugar nuevos talismanes o habilidades de carta en el turno.
Viracocha	LaCofradia	CFD-052-170-Viracocha	--	1	--	Talisman	Cortesano	Al jugarla, una carta oponente no puede atacar o bloquear.
Xolotl	LaCofradia	CFD-053-170-Xolotl	--	4	--	Talisman	Cortesano	Destruye todas las cartas oponentes de fuerza superior a 3.
Yelmo	LaCofradia	CFD-054-170-Yelmo	--	2	--	Arma	Cortesano	Su portador se considera imbloqueable.
Tezcaltlipoca	LaCofradia	CFD-055-170-Tezcaltlipoca	1	3	Chaman	Aliado	Cortesano	Cuando entra en juego, busca un Totem en tu Cementerio y ponlo en tu linea de apoyo.
Abominacion	LaCofradia	CFD-056-170-Abominacion	2	4	--	Aliado	Real	Mientras este aliado este en juego no podras ser atacado.
Anubis	LaCofradia	CFD-057-170-Anubis	0	2	--	Aliado	Real	Destruye a Anubis y regresa una carta de tu cementerio a la linea de defensa (carta unica).
Arlequin	LaCofradia	CFD-058-170-Arlequin	--	3	--	Talisman	Real	Tu oponente descarta igual numero de cartas al dano recibido en tu castillo (carta unica).
Brujo Chilote	LaCofradia	CFD-059-170-BrujoChilote	2	3	--	Aliado	Real	Paga 3 de Oro y baraja un Aliado oponente a eleccion.
Cremacion	LaCofradia	CFD-060-170-Cremacion	--	4	--	Talisman	Real	Destruye todos los vampiros en juego.
Cuchivilu	LaCofradia	CFD-061-170-Cuchivilu	2	2	Bestia	Aliado	Real	Cuando entra en juego todas tus bestias ganan +1 de fuerza permanentemente.
Duende	LaCofradia	CFD-062-170-Duende	2	3	--	Aliado	Real	Cuando entra en juego tu oponente bota 4 cartas de su Mazo Castillo.
El Alicanto	LaCofradia	CFD-063-170-ElAlicanto	0	3	--	Aliado	Real	En todos tus turnos gana +1 de fuerza permanentemente.
Enjambre	LaCofradia	CFD-064-170-Enjambre	2	2	Vampiro	Aliado	Real	Los Vampiros Aliados en juego ganan + 1 a la fuerza y no pueden ser bloqueados.
Espada Real	LaCofradia	CFD-065-170-EspadaReal	--	--	--	Oro	Real	Todos tus Aliados ganan +1 a la fuerza mientras este Oro este en juego. (No puede ser destruido por habilidades de Aliados oponentes.) (Carta Unica.)
Fetiche	LaCofradia	CFD-066-170-Fetiche	0	5	Vampiro	Aliado	Real	Tiene fuerza igual al numero de cartas de oro de tu oponente.
Golem Sombrio	LaCofradia	CFD-067-170-GolemSombrio	3	4	--	Aliado	Real	Una vez que este Aliado haga dano al Mazo Castillo oponente, descartale 3 cartas de su Mano al azar y ademas tu oponente busca una carta en su Cementerio y la pone en su Mano.
Hechicera	LaCofradia	CFD-068-170-Hechicera	2	3	--	Aliado	Real	Una vez por turno paga 2 oro y busca un talisman en tu mazo castillo y ponlo en tu mano.
Hombre Lobo	LaCofradia	CFD-069-170-HombreLobo	1	3	Licantropo	Aliado	Real	En el proximo licantropo su coste en oro se reducira a cero.
Igor	LaCofradia	CFD-070-170-Igor	3	3	--	Aliado	Real	Puede bloquear cartas imbloqueables. Si lo hace duplica su fuerza hasta el final del turno.
Inti	LaCofradia	CFD-071-170-Inti	3	3	Chaman	Aliado	Real	Cuando entra en juego destruye 2 oros de tu oponente. (Carta unica).
Kak' Na	LaCofradia	CFD-072-170-Kak'Na	--	4	--	Talisman	Real	El oponente descarta 2 cartas de su mano al cementerio y tu robas la carta superior de tu castillo.
Kain	LaCofradia	CFD-073-170-Kain	4	4	Vampiro	Aliado	Real	Todos los vampiros que controles ganan +1 de fuerza cuando ataquen.
Kemsa	LaCofradia	CFD-074-170-Kemsa	1	1	--	Aliado	Real	Si va al Cementerio desde el juego, podras recuperar 3 cartas a eleccion de tu Cementerio y barajalas en tu Castillo.
Killa	LaCofradia	CFD-075-170-Killa	4	4	Guerrero	Aliado	Real	No se pueden bajar Oros mientras este Aliado este en juego.
Knochen	LaCofradia	CFD-076-170-Knochen	5	5	--	Aliado	Real	Puede bloquear a mas de un aliado oponente hasta acabar su fuerza.
Magnus	LaCofradia	CFD-077-170-Magnus	1	1	--	Aliado	Real	Cuando entra en juego descarta una carta de la Mano de tu oponente. Cuando ataca gana +1 a la fuerza por el turno.
Maui	LaCofradia	CFD-078-170-Maui	4	0	--	Aliado	Real	Cuando entra en juego descarta dos cartas de tu Mazo Castillo y una de tu Mano.
Medusa	LaCofradia	CFD-079-170-Medusa	1	3	--	Aliado	Real	Paga 1 de Oro y un Aliado oponente no podra atacar este turno.
Melusina	LaCofradia	CFD-080-170-Melusina	2	2	--	Aliado	Real	Por cada aliado que entre en juego bajo tu control gana +1 de fuerza permanentemente.
Merlin	LaCofradia	CFD-081-170-Merlin	--	4	--	Talisman	Real	Busca una carta de Caballero en tu castillo y ponla en juego.
Mesalina	LaCofradia	CFD-082-170-Mesalina	3	3	Vampiro	Aliado	Real	Solo una vez en tu turno paga 2 de oro y descarta una carta de la mano de tu oponente al azar.
Monje de Kri-Ling	LaCofradia	CFD-083-170-MonjedeKri-Ling	4	4	Cazador	Aliado	Real	Por cada Cazador de vampiro en juego gana + 1 de fuerza.
Natasha	LaCofradia	CFD-084-170-Natasha	1	1	--	Aliado	Real	Cada vez que ataque genera 2 Oros virtuales solo por el turno.
Odin	LaCofradia	CFD-085-170-Odin	--	1	--	Talisman	Real	Busca una carta de tu castillo y ponla en tu mano (luego debes volver a barajar tu mazo castillo) (Carta unica).
Oraculo	LaCofradia	CFD-086-170-Oraculo	--	0	--	Talisman	Real	Solo por este turno, genera 4 Oros virtuales. (Carta unica.)
Oraculo Zingaro	LaCofradia	CFD-087-170-OraculoZingaro	--	1	--	Talisman	Real	Todas tus cartas de oro generan el doble de oro por un turno (carta unica).
Pastor	LaCofradia	CFD-088-170-Pastor	2	2	--	Aliado	Real	Al entrar en juego puedes robar hasta 3 cartas de tu Mazo Castillo.
Revolucion de los Objetos	LaCofradia	CFD-089-170-RevoluciondelosObjetos	--	5	--	Talisman	Real	Busca una carta de Aliado en tu Mazo Castillo y ponlo en juego en tu linea de defensa.
Ryurik	LaCofradia	CFD-090-170-Ryurik	3	4	Vampiro	Aliado	Real	Gana +1 por cada Vampiro en juego.
Sacrificio Humano	LaCofradia	CFD-091-170-SacrificioHumano	--	5	--	Talisman	Real	Por cada aliado en juego, tu oponente debe pagar un oro, si no lo hace debe enviarlo al cementerio.
Salamandra	LaCofradia	CFD-092-170-Salamandra	2	2	--	Aliado	Real	Mientras este Aliado este en juego paga 1 Oro y salva un Aliado a eleccion que haya recibido dano para ser destruido (una vez por turno).
Sotz' Na	LaCofradia	CFD-093-170-Sotz'Na	--	3	--	Talisman	Real	En el momento que tu oponente juegue un aliado desde su mano, puedes jugar esta carta y botar al cementerio a dicho aliado.
Stribog	LaCofradia	CFD-094-170-Stribog	--	5	--	Talisman	Real	Son destruidos todos los aliados en juego de los jugadores que participan.
Thor	LaCofradia	CFD-095-170-Thor	6	6	--	Aliado	Real	Al entrar en juego destruye dos Aliados oponentes a eleccion.
Totem del Mono	LaCofradia	CFD-096-170-TotemdelMono	--	2	--	Totem	Real	Todos tus aliados pueden llevar un arma extra.
Trauko	LaCofradia	CFD-097-170-Trauko	2	1	--	Aliado	Real	Gana +1 a la fuerza por cada Trauko aliado en juego.
Triton	LaCofradia	CFD-098-170-Triton	2	2	--	Aliado	Real	Cada vez que entre o salga del juego descarta una carta de la Mano de tu oponente al azar.
Vikingo	LaCofradia	CFD-099-170-Vikingo	3	3	--	Aliado	Real	Tu oponente no puede jugar Talismanes mientras este Aliado este en juego.
Walkirias	LaCofradia	CFD-100-170-Walkirias	--	0	--	Talisman	Real	Puedes jugarla en cualquier momento del juego. Anula una carta jugada por tu oponente enviandola al cementerio (Carta unica).
Zara	LaCofradia	CFD-101-170-Zara	2	2	--	Aliado	Real	Cuando entra en juego elige un Aliado en juego y este no podra bloquear ni atacar por el resto del juego.
Zusano	LaCofradia	CFD-102-170-Zusano	1	3	--	Aliado	Real	Puede atacar cuando entra en juego. Porta un Arma sin pagar su coste.
Amaru	LaCofradia	CFD-103-170-Amaru	0	4	Barbaro	Aliado	Vasallo	Al entrar en juego copia la fuerza y habilidad de un chaman en juego.
Anima Negra	LaCofradia	CFD-104-170-AnimaNegra	--	2	--	Arma	Vasallo	Su portador gana +1 de fuerza por cada carta en la mano de tu oponente.
Baal	LaCofradia	CFD-105-170-Baal	--	1	--	Talisman	Vasallo	Baal te permite robar una nueva carta.
Ballesta	LaCofradia	CFD-106-170-Ballesta	--	2	--	Arma	Vasallo	Su portador no puede atacar o bloquear.
Basilisco	LaCofradia	CFD-107-170-Basilisco	2	2	Bestia	Aliado	Vasallo	Cuando entra en juego, elige un tipo de Aliado y Basilisco no podrá ser bloqueado por este.
Caballo Marino	LaCofradia	CFD-108-170-CaballoMarino	2	2	Bestia	Aliado	Vasallo	Si ataca gana +1 de fuerza por el turno.
Cachorro	LaCofradia	CFD-109-170-Cachorro	1	1	Licantropo	Aliado	Vasallo	Si tienes los 3 cachorros en juego, el costo de los Licantropos se reduce a cero.
Centauro	LaCofradia	CFD-110-170-Centauro	1	1	--	Aliado	Vasallo	Cada vez que ataca gana + 1 a la fuerza permanentemente.
Chinivilu	LaCofradia	CFD-111-170-Chinivilu	2	2	Bestia	Aliado	Vasallo	Si es destruido, una Bestia que elijas gana +2 de fuerza por el resto del juego.
Daphne y Gregor	LaCofradia	CFD-112-170-DaphneyGregor	2	3	Cazador	Aliado	Vasallo	Antes de atacar, tu decides si este Aliado es imbloqueable.
Dragon de Sombra	LaCofradia	CFD-113-170-DragondeSombra	2	3	--	Aliado	Vasallo	Si ataca y hace dano a un castillo, destruye un Totem a eleccion.
Emboscada	LaCofradia	CFD-114-170-Emboscada	2	3	--	Aliado	Vasallo	Si ataca y no es bloqueado destruye un Oro de tu oponente.
Esfinge	LaCofradia	CFD-115-170-Esfinge	4	2	--	Aliado	Vasallo	La Esfinge no puede atacar, solo defender.
Espada Envenenada	LaCofradia	CFD-116-170-EspadaEnvenenada	--	2	--	Arma	Vasallo	Si el portador ataca es destruido al final del turno.
Espectro	LaCofradia	CFD-117-170-Espectro	3	2	--	Aliado	Vasallo	Cuando entra en juego, puedes ver la siguiente carta desde algun Mazo Castillo.
Exorcista	LaCofradia	CFD-118-170-Exorcista	1	0	Cazador	Aliado	Vasallo	Cuando entra en juego, tu oponente debera descartar una carta de su Mano o botar dos de su Mazo Castillo.
Gnomos Burlones	LaCofradia	CFD-119-170-GnomosBurlones	2	0	--	Aliado	Vasallo	Cuando entra en juego debes destruir uno de tus Aliados.
Gorgonas	LaCofradia	CFD-120-170-Gorgonas	--	2	--	Talisman	Vasallo	Una carta de tu oponente que tu elijas tendra fuerza "0" hasta el final del turno.
Guerrero Aguila	LaCofradia	CFD-121-170-GuerreroAguila	2	4	Guerrero	Aliado	Vasallo	Por cada guerrero destruido, gana +1 de fuerza permanentemente.
Hadas Guerreras	LaCofradia	CFD-122-170-HadasGuerreras	2	3	--	Aliado	Vasallo	Cuando ataque todos tus Aliados seran imbloqueables por este turno.
Haiwatha	LaCofradia	CFD-123-170-Haiwatha	--	2	--	Talisman	Vasallo	Devuelve una carta del cementerio a tu mano.
Hefesto	LaCofradia	CFD-124-170-Hefesto	--	3	--	Talisman	Vasallo	Un Aliado en batalla mitologica gana +1 de fuerza permanentemente.
Honda	LaCofradia	CFD-125-170-Honda	--	2	--	Arma	Vasallo	Su portador gana +1 de fuerza y no puede ser bloqueado.
Icaro	LaCofradia	CFD-126-170-Icaro	--	0	--	Talisman	Vasallo	Puedes robar una carta de tu castillo.
Incubo	LaCofradia	CFD-127-170-Incubo	--	2	--	Talisman	Vasallo	Destruye una carta de oro que controles y roba una carta de tu mazo.
Karib	LaCofradia	CFD-128-170-Karib	3	4	Guerrero	Aliado	Vasallo	Llevar Armas en este Aliado te cuesta un Oro menos.
Karl	LaCofradia	CFD-129-170-Karl	2	3	Cazador	Aliado	Vasallo	Cuando bloquea, cambia su fuerza por su coste.
Khnum	LaCofradia	CFD-130-170-Khnum	3	3	--	Aliado	Vasallo	Puede atacar cuando entra en juego, en este turno todos los Aliados son imbloqueables.
La Quimera	LaCofradia	CFD-131-170-LaQuimera	1	1	--	Aliado	Vasallo	Mira las tres cartas superiores de tu castillo y devuelvelas en el mismo orden.
Lesther	LaCofradia	CFD-132-170-Lesther	3	0	Vampiro	Aliado	Vasallo	Para entrar en juego descarta dos cartas de tu mano.
Lilith	LaCofradia	CFD-133-170-Lilith	2	2	--	Aliado	Vasallo	En batalla mitologica, tu oponente no podra jugar habilidades de cartas.
Linna	LaCofradia	CFD-134-170-Linna	2	1	Cazador	Aliado	Vasallo	Si ataca debe ser boqueada.
Loki	LaCofradia	CFD-135-170-Loki	--	1	--	Talisman	Vasallo	Puedes ver al azar una carta de tu oponente.
Manuk	LaCofradia	CFD-136-170-Manuk	4	2	--	Aliado	Vasallo	Cada turno pierde un punto de fuerza.
Mara	LaCofradia	CFD-137-170-Mara	1	1	--	Aliado	Vasallo	Si es destruido, devuelvelo a tu mano.
Martillo y Estacas	LaCofradia	CFD-138-170-MartilloyEstacas	--	2	--	Arma	Vasallo	Su portador no puede ser bloqueado por vampiros.
Moiras	LaCofradia	CFD-139-170-Moiras	3	4	Vampiro	Aliado	Vasallo	Cada vez que no ataque descarta una carta de tu oponente al azar.
Niamh	LaCofradia	CFD-140-170-Niamh	1	2	Cazador	Aliado	Vasallo	Puedes destruirlo y anula un Aliado oponente que este entrando en juego.
Nosferatu	LaCofradia	CFD-141-170-Nosferatu	1	3	Vampiro	Aliado	Vasallo	Si hace dano al castillo del oponente, este destruye un aliado en juego.
Osiris	LaCofradia	CFD-142-170-Osiris	3	3	--	Aliado	Vasallo	Mientras este en juego, tus Totem no podran ser destruidos.
Pan-Gu	LaCofradia	CFD-143-170-Pan-Gu	--	3	--	Talisman	Vasallo	Busca una carta "Talisman" en tu cementerio y ponla en tu mano.
Perseo	LaCofradia	CFD-144-170-Perseo	2	4	--	Aliado	Vasallo	Si Perseo esta en juego, Medusas y Sirenas de tu oponente, pierden su habilidad.
Rugdraige	LaCofradia	CFD-145-170-Rugdraige	2	2	Cazador	Aliado	Vasallo	Cuando entra en juego puedes destruir un Vampiro a eleccion.
Sirenas	LaCofradia	CFD-146-170-Sirenas	1	3	--	Aliado	Vasallo	Bota dos cartas de tu castillo, y una carta de tu oponente no puede atacar o bloquear en este turno.
Sisiutil	LaCofradia	CFD-147-170-Sisiutil	1	3	--	Aliado	Vasallo	Paga dos Oro y un Aliado gana +2 de fuerza por este turno.
Strix	LaCofradia	CFD-148-170-Strix	2	2	Vampiro	Aliado	Vasallo	Si ataca, debe ser acompanado por un aliado
Totem de Conejo	LaCofradia	CFD-149-170-TotemdeConejo	--	1	--	Totem	Vasallo	Si un Aliado que tengas en juego es destruido, para salvarlo puedes destruir este Totem.
Tragedia	LaCofradia	CFD-150-170-Tragedia	--	0	--	Talisman	Vasallo	Descarta una carta de tu mano y mira la mano de tu oponente.
Tsachila	LaCofradia	CFD-151-170-Tsachila	2	3	Guerrero	Aliado	Vasallo	En el siguiente turno en que juegues este Aliado, tu oponente no podras jugar, utilizar ni generar Oros.
Wondjinas	LaCofradia	CFD-152-170-Wondjinas	--	2	--	Talisman	Vasallo	Por este turno los Aliados en juego cambian su fuerza por su coste en Oro.
Xamedhi	LaCofradia	CFD-153-170-Xamedhi	5	4	Vampiro	Aliado	Vasallo	Si ataca, el proximo turno no puede volver a la linea de defensa.
Ymir	LaCofradia	CFD-154-170-Ymir	--	3	--	Talisman	Vasallo	Los aliados del oponente no pueden atacar en este turno.
Zombies	LaCofradia	CFD-155-170-Zombies	1	1	--	Aliado	Vasallo	No puede ser afectado por Talismanes.
Baculo	LaCofradia	CFD-156-170-Baculo	--	--	--	Oro	Oro	--
Caliz Sagrado	LaCofradia	CFD-157-170-CalizSagrado	--	--	--	Oro	Oro	--
Catedral	LaCofradia	CFD-158-170-Catedral	--	--	--	Oro	Oro	--
Collar de Mani	LaCofradia	CFD-159-170-CollardeMani	--	--	--	Oro	Oro	--
Cripta	LaCofradia	CFD-160-170-Cripta	--	--	--	Oro	Oro	--
Diamante Turquesa	LaCofradia	CFD-161-170-DiamanteTurquesa	--	--	--	Oro	Oro	--
Escudo de Vampiro	LaCofradia	CFD-162-170-EscudodeVampiro	--	--	--	Oro	Oro	--
Lampara Magica	LaCofradia	CFD-163-170-LamparaMagica	--	--	--	Oro	Oro	--
Monedas de Oro	LaCofradia	CFD-164-170-MonedasdeOro	--	--	--	Oro	Oro	--
Nariguera	LaCofradia	CFD-165-170-Nariguera	--	--	--	Oro	Oro	--
Portal Celestial	LaCofradia	CFD-166-170-PortalCelestial	--	--	--	Oro	Oro	--
Sortija	LaCofradia	CFD-167-170-Sortija	--	--	--	Oro	Oro	--
Tenochtitlan	LaCofradia	CFD-168-170-Tenochtitlan	--	--	--	Oro	Oro	--
Trutruca	LaCofradia	CFD-169-170-Trutruca	--	--	--	Oro	Oro	--
Uxmal	LaCofradia	CFD-170-170-Uxmal	--	--	--	Oro	Oro	--
Hotei	EspiritudeDragon	EDR-001-236-Hotei	2	3	Kami	Aliado	Cortesano	Cada Kami gana +1 de fuerza mientras este Aliado este en juego.
Hoori	EspiritudeDragon	EDR-002-236-Hoori	2	3	Kami	Aliado	Cortesano	Cuando este Aliado entre en juego podras buscar una carta en tu Castillo y ponerla en tu Mano.
Sarutahiko	EspiritudeDragon	EDR-003-236-Sarutahiko	2	3	Kami	Aliado	Cortesano	Cuando este Aliado entre en juego podras devolver a la Mano de su propietario una carta a tu eleccion (esta carta no afecta Oros en juego).
Iha Naga	EspiritudeDragon	EDR-004-236-IhaNaga	3	3	Kami	Aliado	Cortesano	Cuando entra en juego, tu oponente destruye un Totem a tu eleccion.
Hachiman	EspiritudeDragon	EDR-005-236-Hachiman	3	4	Kami	Aliado	Cortesano	Cuando entra en juego envia al Cementerio un Aliado oponente que no porte un Arma, a eleccion.
Jurojin	EspiritudeDragon	EDR-006-236-Jurojin	2	3	Kami	Aliado	Cortesano	Cuando entra en juego puedes devolver de tu Cementerio a tu Castillo un Campeon.
Kojin	EspiritudeDragon	EDR-007-236-Kojin	3	3	Kami	Aliado	Cortesano	Destruye este Kami para que tus Aliados ganen +2 a la fuerza por este turno.
Fukurukujo	EspiritudeDragon	EDR-008-236-Fukurukujo	3	3	Kami	Aliado	Cortesano	Imbloqueable. Cuando se resuelva el dano, y si este Aliado hace dano al Castillo oponente, podras elegir entre descartar dos cartas de la Mano oponente al azar o bien botar las cartas del dano efectuado.
Okuni Nushi	EspiritudeDragon	EDR-009-236-OkuniNushi	1	3	Kami	Aliado	Cortesano	Por cada Totem que tengas en juego este Kami gana +2 a la fuerza.
Oho Yama	EspiritudeDragon	EDR-010-236-OhoYama	2	4	Kami	Aliado	Cortesano	Solo puede bloquear. Cuando bloquea gana +3 a la fuerza hasta el final del turno.
Ninigi no Mikoto	EspiritudeDragon	EDR-011-236-NiniginoMikoto	2	3	Kami	Aliado	Cortesano	En la batalla mitologica otorga 3 Oros virtuales para jugar Talismanes.
